Company,Tag
SARA TRADING AND INDUSTRIAL SERVICES LIM ITED,1
LNGSE EXPORTS PRIVATE LIMITED,1
AYESAR ENTERPRISES PRIVATE LIMITED,1
LAKSHANA CONSULTANTS AND HOTELIERS PRIVATE LIMITED,1
MAK INDIA LIMITED,1
SABITHA CHANDRAN TRADERS PRIVATE LIMITED,1
SHEELA TRADERS PRIVATE LIMITED,1
VIJAYALAKSHMI ENTERPRISERS PRIVATE LIMITED,1
KAVITHA CHANDRAN ENTERPRISERS PRIVATE LIMITED,1
SHANTHI CHANDRAN ENTERPRISERS PRIVATE LIMITED,1
SREE GOWRI ENTERPRISES PRIVATE LIMITED,1
AMBIKAI AGENCIES PRIVATE LIMITED,1
SONAL VYAPAR PRIVATE LIMITED,1
SHREYAS EXPORTS PRIVATE LIMITED,1
ATHIYAMAN ENTERPRISES PRIVATE LIMITED,1
DHARMENDRA AND CO PRIVATE LIMITED,1
SHANTHI SALES PRIVATE LIMITED,1
SALEM UNITED ENTERPRNEURS PRIVATE LIMITE D,1
UNITY MARKETING ASSOCIATES PRIVATE LIMIT ED,1
NILGIRI TEA BROKERS PRIVATE LIMITED,1
DYNASPEDE MARKETING SERVICES PRIVATE LIM ITED,1
SHIVRAMS ASSOCIATES PRIVATE LIMITED,1
ADVANCED MARKETING SERVICES PRIVATE LIMITED,1
DAWN MARKETING AND AGENCIES COMPANY LIMITED,1
ONE WORLD EXPORTS PRIVATE LIMITED,1
MOTICHAND POONJABHAI AND BROTHERS PRIVATE LIMITED,1
PEM SALES AND SERVICES PRIVATE LIMITED,1
MACHENZIE EXPORTS PRIVATE LIMITED,1
A TO Z INDUSTRIAL NETWORKS LTD,1
RADON MARKETING PRIVATE LIMITED,1
SANTOO ASSOCIATES PRIVATE LIMITED,1
JAIN ASSOCIATES PRIVATE LIMITED,1
VISU TRADERS PRIVATE LIMITED,1
OILSEAL AND GENERAL AGENCIES (COIMBATORE) PRIVATE LIMITED,1
AMPLE COMMODITIES PRIVATE LIMITED,1
SHANDIP AGENCIES COIMBATORE PRIVATE LIMITED,1
RAJESWARI DEPARTMENTAL AND PROVISION STORES PRIVATE LIMITED,1
SYNDICATE EXPORTS PRIVATE LIMITED,1
SAMBOORANI AGENCIES PRIVATE LIMITED,1
TING LING EXPORTS PRIVATE LIMITED,1
MELODY FASHIONS EXPORTS PRIVATE LIMITED,1
CRYSTALONICS DISPLAYS PRIVATE LIMITED,1
LINDA TRADERS PRIVATE LIMITED,1
K U SODALAMUTHU AND CO PRIVATE LIMITED,1
PUSHPAK AGENCIES PRIVATE LIMITED,1
SATHYA ASRA RETREADING EQUIPMENT PRIVATE  LIMITED,1
SRI RASI VINAYAGA AND COMPANY PRIVATE LIMITED,1
V G RAJAMANI AGENCIES PRIVATE LIMITED,1
EXACT SALES PRIVATE LIMITED,1
CHANDRA AGENCIES PRIVATE LIMITED,1
YASHODHARMA DEPARTMENTAL STORES PRIVATE LIMITED,1
MANAMA TRADE CONTACTS PRIVATE LIMITED,1
SRI SARASWATHY STICKERS PRIVATE LIMITED,1
BHURADIA AGENICES PRIVATE LIMITED,1
COIMBATORE ANAMALLAIS AGENCIES PRIVATE LIMITED,1
LAKSHMI COTS AGENCIES AND SERVICES PRIVATE LIMITED,1
RAJKAMAL ENTERPRISES PRIVATE LIMITED,1
PRASATH SALES & SERVICES PRIVATE LIMITED,1
UNITED DISTRIBUTORS PRIVATE LIMITED,1
NAYAGARA EXPORTS PRIVATE LIMITED,1
SAISHA COMMODITIES PRIVATE LIMITED,1
GAMA INDUSTRIES COIMBATORE LIMITED,1
JAILAXMI AUTO WORKS AND AGENCIES PRIVATE  LIMITED,1
HABASIT IAKOKA PRIVATE LIMITED,1
COIMBATORE MILLSTORES AND GENERAL SUPPLI ES PRIVATE LIMITED,1
INDIAN CHILLIES TRADING COMPANY LIMITED,1
VIJAYESWARI EXPORTS LIMITED,1
CHITRA BOOKS DISTRIBUTORS PRIVATE LIMITE D,1
AGRIMONIA EXPORTERS PRIVATE LIMITED,1
NEERAM EXPORTS PRIVATE LIMITED,1
AGNI EXPORTS PRIVATE LIMITED,1
SARAVANA ENTERPRISES PRIVATE LIMITED,1
AKASH MARKETING PRIVATE LIMITED,1
COOLCANE INDIA PRIVATE LIMITED,1
YAZHVEENA EXPORTS LIMITED,1
RAJKRISHNA ADITYA AUTO STORE PRIVATE LIMITED,1
SRI SANTHINI EXPORTS PRIVATE LIMITED,1
SANKAR MARKETING COMPANY PRIVATE LIMITED,1
INFOCUS MARKETING AND SERVICES LIMITED,1
BEST TEA BROKERS PRIVATE LIMITED,1
KAMALSHANTHI TRADING AND EXPORTS PRIVATE  LIMITED,1
MIDLAAND MARKETING COMPANY PRIVATE LIMITED,1
AL-HUSNA EXPORTS PRIVATE LIMITED,1
ESSJAY TEKNO LINKS PRIVATE LIMITED,1
OM USHAB IMPEX PRIVATE LIMITED,1
SUNCO EXPORTERS PRIVATE LIMITED,1
YUVA EXPORT PRIVATE LIMITED,1
EDENKODAI EXPORTERS PRIVATE LIMITED,1
EMMGES EXPORTS PRIVATE LIMITED,1
SAVI EXPORTS PRIVATE LIMITED,1
GREEN EARTH EXPORTS PRIVATE LIMITED,1
RAJOTEX OVERSEAS PRIVATE LIMITED,1
THERAN AGENCIES PRIVATE LIMITED,1
NRS EXPORTS AND IMPORTS PRIVATE LIMITED,1
KUMARA KALINGA EXPORTS PRIVATE LIMITED,1
SRI VARI METAL WORKS PRIVATE LIMITED,1
GOLDEN MAGMA EXPORTS PRIVATE LIMITED,1
JASBARAS EXPORTS LIMITED,1
GUNASHREE AGENCY PRIVATE LIMITED,1
JAYAMURUGAN AGENCIES PRIVATE LIMITED,1
JOSPALSONS TRADERS PRIVATE LIMITED,1
G.G. AND R EXPORTS AND IMPORTS PRIVATE LIMITED,1
ILANGOS IMPEX PRIVATE LIMITED,1
ALIYAR OVERSEAS PRIVATE LIMITED,1
WELT ALL EXPORT AND IMPORT PRIVATE LIMITED,1
JAY THREE IMPEX PRIVATE LIMITED,1
KEJ INTERNATIONAL PRIVATE LIMITED,1
SPC IMPEX PRIVATE LIMITED,1
BNAZRUM AGRO EXPORTS PRIVATE LIMITED,1
SIVAMANI EXPORTS PRIVATE LIMITED,1
PORTALMART IMPEX PRIVATE LIMITED,1
S AND T WELCARE EQUIPMENTS PRIVATE LIMITED,1
LANDS TO LANDS EXPORTS PRIVATE LIMITED,1
EASTMAN EXPORTS PRIVATE LIMITED,1
TITANIC IMPEX PRIVATE LIMITED,1
VELA OVERSEAS TRADELINK PRIVATE LIMITED,1
SKP EXPORTS PRIVATE LIMITED,1
JAY AND P.W INTERNATIONAL PRIVATE LIMITE D,1
IRFRA IMPEX PRIVATE LIMITED,1
TRADE INDIA EXPORTS AND OILS PRIVATE LIMITED,1
COMPASS IMPEX PRIVATE LIMITED,1
JAN IMPORT AND EXPORT PRIVATE LIMITED,1
P.R.S.COCONUT EXPORTS PRIVATE LIMITED,1
EBIZ GLOBAL CORPORATE PRIVATE LIMITED,1
VKS AGENCIES INDIA PRIVATE LIMITED,1
U AND S IMPEX PRIVATE LIMITED,1
BALKART BROTHERS (INDIA) PRIVATE LIMITED,1
SUKASRI YUVANIR VISVAS EXPORTS PRIVATE LIMITED,1
SONOMA EXPORTS PRIVATE LIMITED,1
KATARAGAMA ENTERPRISES PRIVATE LIMITED,1
BOZZ IMPPEX COIMBATORE PRIVATE LIMITED,1
SPERMO APPARELS INDIA PRIVATE LIMITED,1
KIKANI EXPORTS PRIVATE LIMITED,1
WILVAM EXPORTS PRIVATE LIMITED,1
WELLDONE ENTERPRISES (INDIA) PRIVATE LIMITED,1
ANJELLA TEX PRIVATE LIMITED,1
PRASANNA EXPORTS PRIVATE LIMITED,1
VRN EXIM PRIVATE LIMITED,1
V.R.R. INDIA EXPORTS PRIVATE LIMITED,1
A K T EXPORTS ERODE PRIVATE LIMITED,1
DEVENDRAN COAL INTERNATIONAL PRIVATE LIMITED,1
MEGNAS GOLD MAARKETING INDIA PRIVATE LIMITED,1
A A AGENCIES COIMBATORE PRIVATE LIMITED,1
DENOVO FOODS PRIVATE LIMITED,1
ALTRACLEAN IMPEX PRIVATE LIMITED,1
SLV TRADERS TAMILNADU PRIVATE LIMITED,1
HI WINK EXPORTERS PRIVATE LIMITED,1
CONTEMPORARY TEA AUCTIONEERS PRIVATE LIMITED,1
BATTERY POINT (INDIA) PRIVATE LIMITED,1
L R N AUTO AGENCIES PRIVATE LIMITED,1
CENTURY AGROTECH LIMITED,1
PARSAL AGRO PRODUCTS PRIVATE LIMITED,1
SURAJ AGRO INFRASTRUCTURE (INDIA) PRIVATE LIMITED,1
SURAJ AGRO PRODUCTS PRIVATE LIMITED,1
VMSV EXPORTS LIMITED,1
BANNARI AMMAN EXPORTS PRIVATE LIMITED,1
DSR EXPORTS PRIVATE LIMITED,1
V.V.K. MARKETING AGENCIES PRIVATE LIMITE D,1
SHRI ARASU EXPORTS PRIVATE LIMITED,1
JF FOODS MARKETING PRIVATE LIMITED,1
RAJMOHAN TRADING COMPANY PRIVATE LIMITED,1
LAUREL EXPORTS PRIVATE LIMITED,1
ACHME PALMER COMMODITIES PRIVATE LIMITED,1
AM AND M EXPORTS PRIVATE LIMITED,1
YELLOW WINGS EXPORTS PRIVATE LIMITED,1
GOLDEN RENI EXPORT AND IMPORT COMPANY PR IVATE LIMITED,1
SANRAJ EXPORTS PRIVATE LIMITED,1
WHITEROSE EXPORTS PRIVATE LIMITED,1
HYMENS MARKETING PRIVATE LIMITED,1
THILLAI EXPORT PRIVATE LIMITED,1
MEENAKSHIDEVI EXPORTERS PRIVATE LIMITED,1
R N PULVARISERS PRIVATE LIMITED,1
KELLER ESTATE AND EXPORTS PRIVATE LIMITE D,1
SHRIRAM COCONUT PRODUCTS LIMITED,1
SIRUVANI EXPORTS PRIVATE LIMITED,1
SHRI POORNIMA IMPEX (INDIA) PRIVATE LIMI TED,1
SUPRAJAS EXPORTS PRIVATE LIMITED,1
SHAN AND WAYNE NUTRIOLOGICAL PRODUCTS PRIVATE LIMITED,1
ANGEL AGENCIES PRIVATE LIMITED,1
P.K.R IMPOEX PRIVATE LIMITED,1
FACON APPARELS (INDIA) PRIVATE LIMITED,1
GARUDACORP SYSTEMS PRIVATE LIMITED,1
KONGU DEPARTMENTAL STORES PRIVATE LIMITE D,1
SUNMELA IMPEX PRIVATE LIMITED,1
COIMBATORE SPENCER SANITARY AND HARDWARES PRIVATE LIMITED,1
SUPER SLABS INDIA PRIVATE LIMITED,1
INDENEED CHEMI INDIA PRIVATE LIMITED,1
M B J METAL TRADERS PRIVATE LIMITED,1
MARINE VENTURE ACCESSORIES PRIVATE LIMITED,1
SPINWELL MACHINERY SALES AND SERVICE PRIVATE LIMITED,1
MAYEE ENTERPRISES PRIVATE LIMITED,1
PRICOL ENGINEERING INDUSTRIES LIMITED,1
VEEJAY SALES AND SERVICES LIMITED,1
SCHUTTE MEYER INDIA PRIVATE LIMITED,1
SATHISH SALES AND SERVICES PRIVATE LIMITED,1
ADHAVAN MARKETING COMPANY PRIVATE LIMITE D,1
IDEAL STORES PRIVATE LIMITED,1
UNNISONS MARKETING PRIVATE LIMITED,1
TULIP TRADE OVERSEAS PRIVATE LIMITED,1
ALAGENDRAN AUTOMOBILES PRIVATE LIMITED,1
AMBRA BUSINESS SYSTEM PRIVATE LIMITED,1
SVV MARKETTING PRIVATE LIMITED,1
KRYSTTAL MOTORS PRIVATE LIMITED,1
BANNARI AMMAN AUTOMOBILES PRIVATE LIMITED,1
ANNAI AUTO AGENCIES PRIVATE LIMITED,1
TEKNOTURF INFO SERVICES PRIVATE LIMITED,1
ABS AQURA BUSINESS SYSTEMS PRIVATE LIMIT ED,1
TECHNO THERM PROCESSES PRIVATE LIMITED,1
UMAXE FURNACE PRIVATE LIMITED,1
COIR PRODUCTS (INDIA) LIMITED,1
DEOKIRAN EXPORTS PRIVATE LIMITED,1
KURINCHI EXPORTS PRIVATE LIMITED,1
S A R TIME NETWORK MARKETING PRIVATE LIM ITED,1
VALUE MARKETING SALEM PRIVATE LIMITED,1
SAI PREMA EXPORTS PRIVATE LIMITED,1
REGENT BIOCHEM INDIA PRIVATE LIMITED,1
DUTCH PLANTIN COIR INDIA PRIVATE LIMITED,1
P.S.GENOMIC BIOTECH PRIVATE LIMITED,1
VISVA BPO AND BUSINESS PRIVATE LIMITED,1
SCANET TRADING PRIVATE LIMITED,1
TIRUPATI TRADEWING PRIVATE LIMITED,1
FUN VALLEY AMUSEMENT AND EQUIPMENTS PRIV ATE LIMITED,1
INDO SWISS RESORTS AND REALTORES PRIVATE  LIMITED,1
FANTASIA AMUSEMENT PARK PRIVATE LIMITED,1
PRANAV AMUSEMENT AND RECREATIONS PRIVATE  LIMITED,1
AVALANCHE PRISTINE RESORTS PRIVATE LIMITED,1
ORANGE CLUB KODAI INDIA PRIVATE LIMITED,1
EVERONN LEISURE CENTRE INDIA LIMITED,1
GREEN TECH AGRO SERVICES COIMBATORE PRIV ATE LIMITED,1
A S K N ENTERPRISES PRIVATE LIMITED,1
KOVAI CALL TAXI PRIVATE LIMITED,1
CHAKRA LOGISTICS INDIA PRIVATE LIMITED,1
HEMANT ROADWAYS INDIA PRIVATE LIMITED,1
SRI ETHAIAMMAN LORRY & GENERAL TRANSPORTS COMPANY LIMITED,1
MATRIX COURIER PRIVATE LIMITED,1
INDU COURIERS PRIVATE LIMITED,1
EXPAND COURIERS PRIVATE LIMITED,1
POINT TO POINT COURIERS PRIVATE LIMITED,1
TEAM UNITED EXPRESS AND CARGO LIMITED,1
AMK TRANSPORTS PRIVATE LIMITED,1
MERIDIAN INTERPORT SERVICES PRIVATE LIMITED,1
RAJAGANPATHY TRANS AND CARGO PRIVATE LIM ITED,1
MERCANTILE SEA AND AIR FORWARDERS (INDIA) PRIVATE LIMITED,1
EMINENT SEA AND AIR LOGISTICS PRIVATE LI MITED,1
TWE SHIPPING LINES INDIA PRIVATE LIMITED,1
THE COLOCO EXPRESS INDIA PRIVATE LIMITED,1
SRI EASAN LOGISTICS PRIVATE LIMITED,1
REAL TIME LOGISTICS COIMBATORE PRIVATE L IMITED,1
TRANZPAC LOGISTICS COIMBATORE PRIVATE LIMITED,1
K P N XP CARGOS PRIVATE LIMITED,1
ABC SALEM EXPRESS PRIVATE LIMITED,1
EXCEL AIRCARGO AND LOGISTICS INDIA PRIVATE LIMITED,1
NEELAMALAI WAREHOUSE PRIVATE LIMITED,1
KPS COLD STORAGE AND ICE PLANT PRIVATE LIMITED,1
MAS WAREHOUSERS INDIA PRIVATE LIMITED,1
SRI AYYAPPA HI-TECH STORAGE LIMITED,1
SAV SYSTEMAC PRIVATE LIMITED,1
YOKSHEMA COMMUNICATIONS PRIVATE LIMITED,1
BELSTAR INVESTMENT AND FINANCE PRIVATE LIMITED,1
SMART SHARE AND FINANCE CO PRIVATE LIMITED,1
KEWAL TRADE CREDITS PRIVATE LIMITED,1
ANNAI MARIA GRACE INVESTMENTS COIMBATORE  PRIVATE LIMITED,1
MONEY EXPRESS FOREX INDIA PRIVATE LIMITE D,1
V T S PRIMEX CAPITAL PRIVATE LIMITED,1
TRUST AND VALUE INVESTMENT SOLUTIONS PRIVATE LIMITED,1
FORTUNE WEALTH MANAGEMENT COMPANY INDIA PRIVATE LIMITED,1
FORTUNE COMMODITIES INDIA PRIVATE LIMITED,1
KWALITY SHARES COIMBATORE PRIVATE LIMITED,1
KANCARU SECURITIES INDIA PRIVATE LIMITED,1
AGATHIAR STOCKS AND CONSULTANTS PRIVATE LIMITED,1
CORNERSTONE INVESTMENT SERVICES INDIA PRIVATE LIMITED,1
MARUDHAM INVESTMENTS PRIVATE LIMITED,1
BHOJAN CAPITAL ADVISORS PRIVATE LIMITED,1
VARMA STOCKS AND SHARES PRIVATE LIMITED,1
BHAGYASREE REALTORS PRIVATE LIMITED,1
GOWRI REALTORS PRIVATE LIMITED,1
ROYALMINA SHELTERS LIMITED,1
SRI EZHUMALAIYAAN REAL ESTATES PRIVATE L IMITED,1
NANA RAM REALTIES PRIVATE LIMITED,1
SAKTHI PROPERTIES COIMBATORE LIMITED,1
PFYL HOLDINGS PRIVATE LIMITED,1
PPL HOLDINGS PRIVATE LIMITED,1
LAKSHMI NARASIMHA HOLDINGS (COIMBATORE) PRIVATE LIMITED,1
IMPERIAL BUSINESS COMPUTERS PRIVATE LIMITED,1
ISWAR TRADE AND INFORMATION SERVICES PRI VATE LIMITED,1
SWATHY COURIERS PRIVATE LIMITED,1
COIMBATORE CAR SCAN LIMITED,1
HIGH VALUE CONSULTANCY SERVICES PRIVATE LIMITED,1
LOHITHAKSHA COMMERCIAL SERVICES PRIVATE LIMITED,1
MAT SYSTEMS INDIA PRIVATE LIMITED,1
ALLY TRADE FAIR AND EXPOSITIONS PRIVATE LIMITED,1
VERTEBRA SYSTEMS PRIVATE LIMITED,1
PACIFIC PARTNERS FRANCHISE DEVELOPMENT INDIA PRIVATE LIMITED,1
BUSY BOY CONSULTANTS PRIVATE LIMITED,1
FYRKOOL PRIVATE LIMITED,1
TAMILNADU FOOD INDUSTRIES ASSOCIATION,1
NETAJI APPAREL PARK,1
THE COIMBATORE JEWELARY CLUSTER ASSOCIAT ION PRIVATE LIMITED,1
CONTRIVE ENERGY ENGINEERS AND ENERGY SOLUTIONS PRIVATE LIMITED,1
PREMA'S SYSTEMS PRIVATE LIMITED,1
GOOD SHEPHERD ACADEMY OF HIGHER EDUCATION LIMITED,1
VICTORY PARK EDUCATIONAL SERVICES INDIA PRIVATE LIMITED,1
SRI BALAJI CARGO MOVERS PRIVATE LIMITED,1
CHENNIMALAI EFFLUENT TREATMENT COMPANY P RIVATE LIMITED,1
ERODE TEXTILE PROCESSING EFFLUENTS TREATMENTS LIMITED,1
BHAVANI DYEING FACTORIES EFFLUENT TREATM ENT COMPANY PRIVATE LIMITED,1
PERIYAR HOSIERY COMMON EFFLUENT TREATMEN T COMPANY PRIVATE LIMITED,1
KOMARAPALAYAM SMALL SCALE DYEING FACTORY  COMMON EFFLUENT TREATMENT,1
SALEM MEDICAL WASTE MANAGEMENT COMPANY L IMITED,1
ANGERIPALAYAM COMMON EFFLUEANT TREATMENT  PLANT LIMITED,1
VEERAPANDI COMMON EFFLUENT TREATMENT PLANT LIMITED,1
RASIPURAM STARCH AND SAGO EFFLUENT TREAT MENT LIMITED,1
THAMMAMPATTI STARCH AND SAGO EFFLUENT TR EATMENT CO. LIMITED,1
MURUGAMPALAYAM COMMON EFFLUENT TREATMENT  PLANT PRIVATE LIMITED,1
ANDIPALAYAM COMMON EFFLUENT TREATMENT PLANT PRIVATE LIMITED,1
ANAIPALAYAM COMMON EFFLUENT TREATMENT PL ANT PRIVATE LIMITED,1
CHINNAKARAI COMMON EFFLUENT TREATMENT PLANT PRIVATE LIMITED,1
MANGALAM COMMON EFFLUENT TREATMENT PLANT  PRIVATE LIMITED,1
MANNARAI COMMON EFFLUENT TREATMENT PLANT  PRIVATE LIMITED,1
KASIPALAYAM COMMON EFFLUENT TREATMENT PLANT PRIVATE LIMITED,1
KULATHUPALAYAM COMMON EFFLUENT TREATMENT  PLANT PRIVATE LIMITED,1
COIMBATORE TEXTILE DYERS COMMON EFFLUENT  TREATMENT PLANT PRIVATE LIMITED,1
GUGAI SALEM DYEING COMMON EFFLUENT TREATMENT COMPANY LIMITED,1
SEELANAICKENPATTY DYEING COMMON EFFLUENT  TREATMENT COMPANY LIMITED,1
ATTUR SAGO AND STARCH EFFLUENT TREATMENT  PLANT COMPANY LTD,1
ERODE TEXTILES SCREEN PRINTING EFFLUENT TREATMENTS LIMITED,1
MANIKAPURAMPUDUR COMMON EFFLUENT TREATMENT PLANT PRIVATE LIMITED,1
KUNNANKALPALAYAM COMMON EFFLUENT TREATMENT PLANT PRIVATE LIMITED,1
CHITTODE EFFLUENT TREATMENT PLANT PRIVAT E LIMITED,1
ERUMAPALAYAM BYE PASS SMALL SCALE DYEING  FACTORY COMMON,1
KARAIPUDUR COMMON EFFLUENT TREATMENT PLANT PRIVATE LIMITED,1
EASTERN COMMON EFFLUENT TREATMENT COMPANY PRIVATE LIMITED,1
IDUVAMPALAYAM COMMON EFFLUENT TREATMENT COMPANY PRIVATE LIMITED,1
RAYAPURAM COMMON EFFLUENT TREATMENT PLANT PRIVATE LIMITED,1
TIRUPUR MURUGAMPALAYAM COMMON EFFLUENTS TREATMENT COMPANY LIMITED,1
NOYYAL COMMON EFFLUENT TREATMENT COMPANY  LIMITED,1
MANGALAM-EASTERN WATER RECYCLING COMPANY  LIMITED,1
TIRUPUR INDUSTRIAL WASTEWATER RECYCLING COMPANY LIMITED,1
MANGALAM COMMON EFFLUENT RECYCLING TECHNOLOGIES INDIA PRIVATE LIMITED,1
ARULPURAM COMMON EFFLUENT TREATMENT COMPANY PRIVATE LIMITED,1
S.PERIYAPALAYEM COMMON EFFLUENT TREATMENT PLANT PRIVATE LIMITED,1
SIRUPOOLUVAPATTI COMMON EFFULUANT TREATMENT PLANT PRIVATE LIMITED,1
KALLIKADU COMMON EFFLUENT TREATMENT PLANT PRIVATE LIMITED,1
KUPPANDAMPALAYAM EFFLUENT TREATMENT COMPANY PRIVATE LIMITED,1
VETTUVAPALAYAM COMMON EFFLUENT TREATMENT  AND RECYCLING PLANT PRIVATE LIMITED,1
PARK COMMON EFFLUENT TREATMENT PLANT PRIVATE LIMITED,1
GOLDEN FILMS PRIVATE LIMITED,1
ARULMIGU KARUMARIAMMAN MOVIES PRIVATE LIMITED,1
SIRSHTI ARTS IMAGES PRIVATE LIMITED,1
KAVERI CINEMA KOVAI PRIVATE LIMITED,1
SRI RAM ARTS CENTRE PRIVATE LIMITED,1
THANGAM GROUPS FUNCTION CONTRACT INDIA PRIVATE LIMITED,1
ANNAI SANDHYA THEME PARK LIMITED,1
SRI PATHY HALL PRIVATE LIMITED,1
COVAI KONDATTAM AMUSEMENT PARK PRIVATE LIMITED,1
EMPIRE TRADE FAIRS AND EXHIBITIONS COIMBATORE PRIVATE LIMITED,1
INDSING ENERGY PRIVATE LIMITED,1
CREDENCE CARBONS PRIVATE LIMITED,1
SP COAL RESOURCES PRIVATE LIMITED,1
DIVINE MINING AND EQUIPMENT PRIVATE LIMITED,1
NAVITAS COAL RESOURCES PRIVATE LIMITED,1
NATURAL COAL PRIVATE LIMITED,1
COMIDA INNOVATIVE INDIA PRIVATE LIMITED,1
FARLIN ENERGY PRIVATE LIMITED,1
GLOBAL COAL VENTURES PRIVATE LIMITED,1
S.M.RAMCOAL IMPORTERS PRIVATE LIMITED,1
QUANTUM COAL PRIVATE LIMITED,1
SAKTHI MINERALS PVT LTD,1
MADRAS GENERAL CONSTRUCTION COMPANY PRIVATE LIMITED,1
ENSIGN MINERALS PVT LTD,1
GEM GRAPHITES PRIVATE LIMITED,1
MEENA FASTENERS PRIVATE LIMITED,1
K.SOWMIYA PLAST LIMITED,1
MINCORE RESOURCES PRIVATE LIMITED,1
TRIDEM PORT AND POWER COMPANY PRIVATE LIMITED,1
KCAL IMPEX PRIVATE LIMITED,1
CALMAGS MINES MINERAL PRIVATE LIMITED,1
NESANS MINING AND AUTOMATION PRIVATE LIMITED,1
VISAGE ENERGY PRIVATE LIMITED,1
LAS EXPORT AND IMPORTS PRIVATE LIMITED,1
ALLIED COAL PRIVATE LIMITED,1
SKANDHA AGRO TECH PRIVATE LIMITED,1
P M D QUARRIES PRIVATE LIMITED,1
FIRESTONE COAL PRIVATE LIMITED,1
QUANTUM COAL ENERGY PRIVATE LIMITED,1
MINE PROCESSING AND HOLDINGS PRIVATE LIM ITED,1
DEVELECTO MINING LIMITED,1
BLUE OCEAN COAL & MINERALS TRADERS PRIVATE LIMITED,1
CHEMTECH ENERGY PRIVATE LIMITED,1
MLP COAL INTERNATIONAL PRIVATE LIMITED,1
NOVEM RESOURCES PRIVATE LIMITED,1
EASTCO EXIM PRIVATE LIMITED,1
RSA MINING & EQUIPMENT PRIVATE LIMITED,1
PENTA COAL PRIVATE LIMITED,1
SICAL MINING LIMITED,1
ANVAYA MINES AND INFRASTRUCTURE INDIA PRIVATE LIMITED,1
SKY MINING SERVICES INDIA PRIVATE LIMITED,1
PLATINUM GRANITE PVT LTD,1
UCS BUSINESS SOLUTIONS PRIVATE LIMITED,1
LAKSHMI PETRO PRIVATE LIMITED,1
LIMRA OIL REFINERIES PRIVATE LIMITED,1
SRI VEL BIO-DIESEL ENERGY PRIVATE LIMITED,1
SAKTHI JATROLEUM PRIVATE LIMITED,1
VETREX COMPRESSORS PRIVATE LIMITED,1
CHEMOLEUMS INDIA PRIVATE LIMITED,1
BARRACUDA TECHNICAL VENTURES (INDIA) PRI VATE LIMITED,1
WAYNE-BURT AEROSPACE PRIVATE LIMITED,1
ADBHOOT ESTATES PRIVATE LIMITED,1
ARDENT PETROLEUM PRIVATE LIMITED,1
ARKA ENERGY INDIA PRIVATE LIMITED,1
BHARATI AUTOGAS (INDIA) PRIVATE LIMITED,1
MEENAKSHI BIO POWER PRIVATE LIMITED,1
SUPREME EARTH MOVERS PRIVATE LIMITED,1
PETROZCHEM OFFSHORE PRIVATE LIMITED,1
SUNPETRON OIL & GAS INFRASTRUCTURE PRIVATE LIMITED,1
PETRONYX OIL AND GAS FIELD SERVICES PRIVATE LIMITED,1
TEEJHANS CONTINENTAL DISTRIBUTORS PRIVAT E LIMITED,1
RAJAM AUTO GAS PRIVATE LIMITED,1
RED MOON ENERZ INDIA PRIVATE LIMITED,1
HEMINFRA SERVICES PRIVATE LIMITED,1
CAPE REFINERIES PRIVATE LIMITED,1
TUFF OFFSHORE (INDIA) PRIVATE LIMITED,1
PURELUBRICANTS CHENNAI PRIVATE LIMITED,1
GLOBAL OIL 57 INDIA PRIVATE LIMITED,1
PRAMEYA ENGGSOL PRIVATE LIMITED,1
SPARC OILFIELD SERVICES PRIVATE LIMITED,1
MECHOLDING OIL ENGINEERING SERVICES PRIVATE LIMITED,1
PETROVERSA EXPLORATION AND PRODUCTION TECHNOLOGIES PRIVATE LIMITED,1
PETRO INDIA OIL MARKETING AND REFINERIES  LIMITED,1
PALMITEC ENGINEERING PRIVATE LIMITED,1
ENNPOWER EXPLORATION AND PRODUCTION PRIVATE LIMITED,1
MALAADI ENERGY AND MINES PRIVATE LIMITED,1
THAARA PETROLEUM SERVICES PRIVATE LIMITED,1
PALAYAM ENERGY PRIVATE LIMITED,1
OCEAN GAS INDIA LIMITED,1
MEENAKSHI PETROCHEMICALS MACHINERY PRIVATE LIMITED,1
SASHIKALA OILS AND EXTRACTIONS PRIVATE LIMITED,1
NATIONAL AROMATICS AND PETROCHEMICALS CORPORATION LIMITED,1
SREE MEENAKSHI ASPHALTS PRIVATE LIMITED,1
BROTHERS PETROLIUM PVT. LTD,1
GEORGE MAIJO PETROLEUM LIMITED,1
PREMIER PETROLEUMS PRIVATE LIMITED,1
ALPHA PC OUTLET PRIVATE LIMITED,1
MKM PETRO CHEMICALS PRIVATE LIMITED,1
OPI SERVICES (INDIA) PRIVATE LIMITED,1
ENKORR ENERGYS LIMITED,1
SHIL IMPEX PRIVATE LIMITED,1
SHREE POWER LUBRICANTS PRIVATE LIMITED,1
GTA STAR PETRO PRIVATE LIMITED,1
EVERGREEN PETROCHEM PRIVATE LIMITED,1
SMART OILS PETRO CHEM PRIVATE LIMITED,1
SRI JAGANATHA GASES PRIVATE LIMITED,1
SRI ABIRAMI INDUSTRIAL SOLVENT PRIVATE LIMITED,1
ELLARGI AND CO PRIVATE LIMITED,1
INDOGULF REFINERIES LIMITED,1
S.G.S ENERGY PRIVATE LIMITED,1
CHEVRON PETROLEUM INDIA PRIVATE LIMITED,1
ESHWARI PETRO-TECH PRODUCTS PRIVATE LIMITED,1
